,year,tri_facility_id,facility_name,street_address,city,county,st,zip,bia_code,tribe,latitude,longitude,federal_facility,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatment_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid,geoid
10,2013,14489FNGRLCOLER,SILGAN CONTAINERS MANUFACTURING CORP,8673 LYONS-MARENGO RD,LYONS,WAYNE,NY,14489,,,43.055057,-76.967038,NO,,,,,,,332431,,,,,,1313210950844,XYLENE (MIXED ISOMERS),001330207,YES,TRI,NO,0,NO,R,Pounds,1127.0,4603.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,5730.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5730.0,0,0.0,5730.0,0.0,0.0,0,195.0,0.0,0.0,23403.0,0.0,29328.0,,1.35,SILGAN HOLDINGS INC,614201895.0,11,361170210001048
11,2013,12801GLNSF313LO,LEHIGH NORTHEAST CEMENT CO - GLENS FALLS PLANT,313 WARREN ST,GLENS FALLS,WARREN,NY,12801,,,43.3086,-73.6195,NO,,,,,,,327310,,,,,,1313211756198,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,1.11,9.52,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,0,0.0,10.63,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.63,,1.08,LEHIGH HANSON,967342197.0,12,361130706011075
12,2013,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,,,42.991128,-78.925194,NO,,,,,,,424710,,,,,,1313211532205,ETHYLENE GLYCOL,000107211,YES,TRI,NO,0,NO,R,Pounds,0.04,0.04,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,85936.0,0.0,0.0,0,0.0,85936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0.0,0.08,0.0,0.0,0,0.0,0.0,85936.0,0.0,0.0,85936.08,,1.1,NOCO ENERGY CORP,13293519.0,13,360290084002024
13,2013,12144GRLCK504TH,GARELICK FARMS OF NEW YORK,504 THIRD AVE EXTENSION,RENSSELAER,RENSSELAER,NY,12144,,,42.64417,-73.70933,NO,,,,,,,311511,,,,,,1313211392257,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,23595.0,23595.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23595.0,23595.0,,0.88,DEAN FOODS CO,1430172.0,14,360830524034022
14,2013,14206TRCPR50THI,CURTIS SCREW CO LLC,50 THIELMAN DR,BUFFALO,ERIE,NY,142063265,,,42.88278,-78.8029,NO,,,,,,,332721,,,,,,1313211731803,LEAD,007439921,YES,TRI,YES,1,YES,R,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,0.0,0,0.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2123.0,0.0,0.0,2123.0,,1.14,CURTIS SCREW CO LLC,,15,360290167003000
15,2013,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,,,42.991128,-78.925194,NO,,,,,,,424710,,,,,,1313211532181,CYCLOHEXANE,000110827,NO,TRI,NO,0,NO,R,Pounds,83.0,879.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,0,0.0,962.0,0.0,0.0,0,0.0,24062.0,0.0,0.0,0.0,25024.0,,1.36,NOCO ENERGY CORP,13293519.0,16,360290084002024
16,2013,14489FNGRLCOLER,SILGAN CONTAINERS MANUFACTURING CORP,8673 LYONS-MARENGO RD,LYONS,WAYNE,NY,14489,,,43.055057,-76.967038,NO,,,,,,,332431,,,,,,1313210950820,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,327.0,2135.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,2462.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1846.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2462.0,0,0.0,2462.0,0.0,0.0,0,1846.0,0.0,0.0,204979.0,0.0,209287.0,,1.35,SILGAN HOLDINGS INC,614201895.0,17,361170210001048
17,2013,14150NCNRG700GR,NOCO ENERGY CORP,700 GRAND ISLAND BLVD,TONAWANDA,ERIE,NY,141510086,,,42.991128,-78.925194,NO,,,,,,,424710,,,,,,1313211532179,BENZENE,000071432,YES,TRI,NO,0,YES,R,Pounds,45.0,468.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0,0.0,513.0,0.0,0.0,0,0.0,12833.0,0.0,0.0,0.0,13346.0,,1.36,NOCO ENERGY CORP,13293519.0,18,360290084002024
18,2013,11222MCLC0125AP,BP PRODUCTS NA INC BROOKLYN TERMINAL,125 APOLLO ST,BROOKLYN,KINGS,NY,11222,,,40.728109,-73.938198,NO,,,,,,,424710,,,,,,1313211560952,TOLUENE,000108883,YES,TRI,NO,0,NO,R,Pounds,342.0,652.0,4.0,0,0,0.0,0.0,0,0,0,0.0,0.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,77.0,0.0,0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,3169.0,0,0.0,3169.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,0,0.0,998.0,77.0,0.0,0,28.0,0.0,3169.0,0.0,0.0,4272.0,0.0,1.05,BP PRODUCTS N.A. INC,39596507.0,19,360470589001002
19,2013,1308WMNTHB112FY,MANTH BROWNELL INC,1120 FYLER RD,KIRKVILLE,MADISON,NY,13082,,,43.09508,-75.92049,NO,,,,,,,332721,,,,,,1313210958625,COPPER,007440508,NO,TRI,YES,1,NO,R,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0,0.0,0.0,0.0,1.8,0,0.0,0.0,0.0,0.0,0.0,1.8,,1.05,MANTH BROWNELL INC,2235166.0,20,360539404012036
20,2013,12015TLNTCSCHOH,NORTHEAST TREATERS OF NEW YORK  LLC,796 SCHOHARIE TPKE,ATHENS,GREENE,NY,12015,,,42.28652,-73.839693,NO,,,,,,,321114,,,,,,1313211108840,COPPER COMPOUNDS,N100,NO,TRI,YES,1,NO,A,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHEAST TREATERS INC,,21,360390809002000
21,2013,13088STRTHBURRD,STRATHMORE PRODUCTS INC,BURR DR,CLAY,ONONDAGA,NY,13041,,,43.118623,-76.195092,NO,,,,,,,325510,,,,,,1313211024803,ZINC (FUME OR DUST),007440666,NO,TRI,NO,4,NO,R,Pounds,37.0,2.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0,954.0,39.0,0,0.0,39.0,0.0,0.0,0,0.0,0.0,0.0,0.0,954.0,993.0,,1.1,,,22,360670111023007
22,2013,11222MCLC0125AP,BP PRODUCTS NA INC BROOKLYN TERMINAL,125 APOLLO ST,BROOKLYN,KINGS,NY,11222,,,40.728109,-73.938198,NO,,,,,,,424710,,,,,,1313211560964,XYLENE (MIXED ISOMERS),001330207,YES,TRI,NO,0,NO,R,Pounds,472.0,540.0,4.0,0,0,0.0,0.0,0,0,0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,56.0,0.0,0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,2308.0,0,0.0,2308.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0,0.0,1016.0,56.0,0.0,0,20.0,0.0,2305.0,0.0,0.0,3397.0,3.0,1.05,BP PRODUCTS N.A. INC,39596507.0,23,360470589001002
23,2013,14105FMCCR100NI,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,,,43.207167,-78.468875,NO,,,,,,,325320,,,,,,1313211653581,N-BUTYL ALCOHOL,000071363,NO,TRI,NO,0,NO,R,Pounds,5.0,250.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0,0.0,255.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.18,FMC CORP,9146945.0,24,360630240021032
24,2013,14105FMCCR100NI,FMC CORP  MIDDLEPORT PLANT,100 NIAGARA ST,MIDDLEPORT,NIAGARA,NY,14105,,,43.207167,-78.468875,NO,,,,,,,325320,,,,,,1313211653617,XYLENE (MIXED ISOMERS),001330207,YES,TRI,NO,0,NO,R,Pounds,5.0,250.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,255.0,0.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2773.0,0.0,0.0,0.0,0.0,2773.0,255.0,0,0.0,255.0,0.15,0.85,0,0.0,0.0,0.0,0.0,2777.0,3033.0,0.0,1.18,FMC CORP,9146945.0,25,360630240021032
25,2013,11768NRTHPWATER,NATIONAL GRID  NORTHPORT POWER STATION,WATERSIDE AVE & EATONS NECK RD,NORTHPORT,SUFFOLK,NY,11768,,,40.923488,-73.342561,NO,,,,,,,221112,,,,,,1313211260373,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,Dioxin,NO,0,NO,R,Grams,0.0,0.1840062,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.1840062,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0,0.0,0.184,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.184,,0.96,NATIONAL GRID USA,844749010.0,26,361031108034002
26,2013,14891CNTRL20FAI,CENTRAL ASPHALT,20 FAIRGROUND LN,WATKINS GLEN,SCHUYLER,NY,14891,,,42.371,-76.861,NO,,,,,,,324121,,,,,,1313211158670,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0.0,0.4257531,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.4257531,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4257531,0,0.0,0.4257531,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4257531,,1.01,SUIT-KOTE CORP,,27,360979504004050
27,2013,11222MCLC0125AP,BP PRODUCTS NA INC BROOKLYN TERMINAL,125 APOLLO ST,BROOKLYN,KINGS,NY,11222,,,40.728109,-73.938198,NO,,,,,,,424710,,,,,,1313211560913,MERCURY COMPOUNDS,N458,YES,PBT,YES,1,NO,R,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.05,BP PRODUCTS N.A. INC,39596507.0,28,360470589001002
28,2013,1350WRMTPC31TUR,REMET PIC INC,301 TURNER ST,UTICA,HERKIMER,NY,135011731,,,43.09052,-75.18433,NO,,,,,,,325998,,,,,,1313211348192,"4,4'-ISOPROPYLIDENEDIPHENOL",000080057,NO,TRI,NO,0,NO,R,Pounds,318.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,137011.0,0.0,0,0.0,0.0,0.0,0.0,137011.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137330.0,0,0.0,319.0,137011.0,0.0,0,0.0,0.0,0.0,0.0,0.0,137330.0,,1.29,REMET CORP,952671381.0,29,360650208023047
29,2013,1308WMNTHB112FY,MANTH BROWNELL INC,1120 FYLER RD,KIRKVILLE,MADISON,NY,13082,,,43.09508,-75.92049,NO,,,,,,,332721,,,,,,1313210958613,CHROMIUM,007440473,YES,TRI,YES,1,YES,R,Pounds,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0,0.0,0.0,0.0,0.07,0,0.0,0.0,0.0,0.0,0.0,0.07,,1.16,MANTH BROWNELL INC,2235166.0,30,360539404012036
