,year,tri_facility_id,facility_name,street_address,city,county,st,zip,latitude_x,longitude_x,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatement_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid,Unnamed: 0,Unnamed: 0.1,geoid,latitude_y,longitude_y
10,2000,13440VRFLX512WE,VARFLEX CORP,512 W CT ST,ROME,ONEIDA,NY,13440,43.217776,-75.465064,3699.0,,,,,,335932.0,,,,,,1300140099654,METHYL ETHYL KETONE,000078933,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,978.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,978.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,978.0,978.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,978.0,0.0,0.0,,,11,,,3.60650220002e+14,43.217776,-75.465064
11,2000,13421NDLTDKENWO,ONEIDA LTD  KNIFE PLANT,KENWOOD AVE,SHERRILL,ONEIDA,NY,13461,43.079168,-75.601351,3914.0,,,,,,332811.0,,,,,,1300140142694,CHROMIUM,007440473,YES,NON-PBT,YES,1,YES,R,Pounds,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,78489.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,78489.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78489.0,78489.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,78489.0,0.0,0.94,,,12,0.0,11.0,3.60659400002e+14,43.079168,-75.601351
12,2000,13461NDLTDEASTS,ONEIDA LTD  MAIN PLANT,E SENECA ST,SHERRILL,ONEIDA,NY,13461,43.078417,-75.603056,3914.0,,,,,,339912.0,,,,,,1300140142769,NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,0.0,19618.0,0,0,0,0.0,0,0.0,0,0,0.0,19618.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,19618.0,19618.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19618.0,0.0,0.85,,,13,1.0,12.0,3.60659400002e+14,43.078417,-75.603056
13,2000,14086NTDSL4471W,UNITED SILICONE INC,4471 WALDEN AVE,LANCASTER,ERIE,NY,14086,42.92747,-78.59949,3559.0,,,,,,333293.0,,,,,,1300140101080,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,3.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1016.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,1016.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1019.0,230.0,0,0.0,0.0,0.0,0.0,0.0,0,780.0,0.0,0.0,1010.0,0.0,1.0,ILLINOIS TOOL WORKS INC,,14,,,3.60290142082e+14,42.92747,-78.59949
14,2000,13021BRNSTQUARR,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,CAYUGA,NY,130211146,42.952128,-76.567948,3312.0,,,,,,331111.0,,,,,,1300140133366,MERCURY,007439976,YES,PBT,YES,1,NO,R,Pounds,0.0,4.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,29.0,0.0,0,0.0,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0,29.0,0.0,0.0,62.0,0.0,0.98,NUCOR CORP,3446796.0,15,,,3.60110413001e+14,42.952128,-76.567948
15,2000,13733BRDNN911JO,ELMER'S PRODUCTS INC.,151 COUNTY RT 38,BAINBRIDGE,CHENANGO,NY,13733,42.30573,-75.46781,2891.0,,,,,,325520.0,,,,,,1300140129952,VINYL ACETATE,000108054,YES,NON-PBT,NO,0,YES,R,Pounds,275.0,41250.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,41525.0,0.0,5.0,5.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,41525.0,41500.0,0,0.0,0.0,0.0,0.0,0.0,345850,0.0,0.0,0.0,387350.0,0.0,0.0,ELMER'S PRODUCTS INC,839421633.0,16,2.0,15.0,3.60179708012e+14,42.30573,-75.46781
16,2000,12586SPNCN150CO,SPENCE ENGINEERING CO INC,150 COLDENHAM RD,WALDEN,ORANGE,NY,12586,41.55135,-74.18213,3491.0,,,,,,332911.0,,,,,,1300140137542,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,14321.0,0.0,0,0.0,14321.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0,14321.0,0.0,0.0,14351.0,0.0,0.93,CIRCOR INTERNATIONAL INC,105046044.0,17,3.0,16.0,3.60710107004e+14,41.55135,-74.18213
17,2000,14814SCHWZ1250S,SCHWEIZER AIRCRAFT CORP,1250 SCHWEIZER RD,HORSEHEADS,CHEMUNG,NY,14845,42.16479,-76.87997,3721.0,,,,,,336411.0,,,,,,1300140058658,METHYL ETHYL KETONE,000078933,NO,NON-PBT,NO,0,NO,R,Pounds,4023.0,9238.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,13261.0,0.0,0.0,0.0,1575,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,1575.0,0,0.0,0.0,0,0.0,0.0,835.0,0.0,835.0,0,0.0,0.0,0.0,0,0.0,0.0,14836.0,15671.0,0,0.0,0.0,0.0,0.0,2410.0,0,0.0,0.0,0.0,18081.0,0.0,0.89,SIKORSKY AIRCRAFT,6141378.0,18,4.0,17.0,3.60150103003e+14,42.16479,-76.87997
18,2000,13201MLNFN1841L,MELOON FOUNDRIES INC,1841 LEMOYNE AVE,SYRACUSE,ONONDAGA,NY,13208,43.086886,-76.146135,3365.0,3366.0,,,,,331524.0,,,,,,1300140062047,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,870.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,870.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,870.0,870.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,870.0,0.0,1.04,,,19,,,3.60670137011e+14,43.086886,-76.146135
19,2000,14048LTCHSWILLO,EMPIRE SPECIALTY STEEL INC.,90 WILLOWBROOK AVE.,DUNKIRK,CHAUTAUQUA,NY,140480152,42.469025,-79.339067,3312.0,3398.0,3315.0,,,,331111.0,,,,,,1300140116979,MANGANESE,007439965,YES,NON-PBT,YES,1,NO,R,Pounds,5.0,177.0,0.0,0,0,0,0.0,0,120.0,0,0,0.0,302.0,83.0,0.0,83.0,0,0,0,0,0,0,9368.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,9368.0,0,4305.0,0.0,0,0.0,4305.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,9753.0,9519.0,0,0.0,0.0,0.0,0.0,0.0,0,4305.0,0.0,83.0,13907.0,0.0,1.37,EMPIRE SPECIALTY STEEL INC,30215529.0,20,5.0,19.0,3.60130356003e+14,42.469025,-79.339067
20,2000,13413SPCLMMIDDL,SPECIAL METALS CORP,4317 MIDDLE SETTLEMENT RD,NEW HARTFORD,ONEIDA,NY,13413,43.07675,-75.34375,3313.0,,,,,,331419.0,,,,,,1300140091998,NITRIC ACID,007697372,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,11.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,11.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26408.0,0,0.0,26408.0,11.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,267.0,26408.0,26686.0,0.0,0.99,PRECISION CASTPARTS CORP,2241669.0,21,,,3.60650252001e+14,43.07675,-75.34375
21,2000,14210BFFLC100LE,BUFFALO COLOR CORP,100 LEE ST,BUFFALO,ERIE,NY,14210,42.865833,-78.843056,2865.0,,,,,,325192.0,,,,,,1300140089095,ANILINE,000062533,YES,NON-PBT,NO,0,NO,R,Pounds,250.0,6550.0,250.0,0,0,0,0.0,0,0.0,0,0,0.0,7050.0,0.0,207258.0,207258.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7050.0,10388.0,0,0.0,0.0,0.0,0.0,0.0,6485000,0.0,1071.0,207768.0,6704227.0,0.0,0.85,LANESBOROUGH CORP,827449604.0,22,6.0,21.0,3.60290163003e+14,42.865833,-78.843056
22,2000,14210BFFLC100LE,BUFFALO COLOR CORP,100 LEE ST,BUFFALO,ERIE,NY,14210,42.865833,-78.843056,2865.0,,,,,,325192.0,,,,,,1300140089160,METHANOL,000067561,YES,NON-PBT,NO,0,NO,R,Pounds,250.0,5330.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,5580.0,0.0,213409.0,213409.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,250.0,0.0,0.0,0,0.0,250.0,5580.0,6402.0,0,0.0,0.0,0.0,0.0,0.0,3100000,0.0,9255.0,213409.0,3329066.0,0.0,0.77,LANESBOROUGH CORP,827449604.0,23,6.0,21.0,3.60290163003e+14,42.865833,-78.843056
23,2000,14031SFTYK4255R,SAFETY-KLEEN (BDT) INC.,4255 RESEARCH PKY.,CLARENCE,ERIE,NY,14031,42.962276,-78.618635,4953.0,,,,,,562211.0,,,,,,1300140085453,NITRATE COMPOUNDS,N511,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13996.0,0,0.0,13996.0,0.0,13996.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13996.0,27992.0,0.0,1.92,SAFETY-KLEEN SERVICES INC,157501040.0,24,7.0,23.0,3.60290147024e+14,42.962276,-78.618635
24,2000,13077PNNWL43JAM,HENKEL CORP,43 JAMES ST,HOMER,CORTLAND,NY,13077,42.637684,-76.182114,2899.0,,,,,,325181.0,,,,,,1300140081819,COPPER,007440508,NO,NON-PBT,YES,1,NO,R,Pounds,7.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,7.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,0,0.0,0.0,0.0,0.0,0.0,1319,0.0,0.0,0.0,1326.0,0.0,0.96,HENKEL CORP,51441731.0,25,8.0,24.0,3.60239703001e+14,42.637684,-76.182114
25,2000,14615NKTNT1227R,NUKOTE INTERNATIONAL INC.,1227 RIDGEWAY AVE,ROCHESTER,MONROE,NY,14615,43.193913,-77.663021,3955.0,,,,,,339944.0,,,,,,1300140071972,METHYL ETHYL KETONE,000078933,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,8349.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,8349.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,12716.0,0.0,0,0.0,12716.0,8349.0,10583.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,139150.0,12716.0,162449.0,0.0,0.0,NUKOTE INTERNATIONAL INC,173291675.0,26,9.0,25.0,3.60550018004e+14,43.193913,-77.663021
26,2000,14760DRSSRPOBOX,DRESSER-RAND,PAUL CLARK DR,OLEAN,CATTARAUGUS,NY,14760,42.087222,-78.435333,3563.0,,,,,,333912.0,,,,,,1300140104605,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",007664939,NO,NON-PBT,NO,0,NO,R,Pounds,0.0,86.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,86.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.0,86.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,86.0,0.0,1.0,DRESSER RAND,,27,,,3.60099617002e+14,42.087222,-78.435333
27,2000,12150SCHNC1000M,SI GROUP INC,1000 MAIN ST,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,42.86077,-74.02846,2821.0,2869.0,,,,,325211.0,,,,,,1300140118845,METHYL ETHYL KETONE,000078933,NO,NON-PBT,NO,0,NO,R,Pounds,1700.0,750.0,5.0,0,0,0,0.0,0,0.0,0,0,0.0,2455.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,9300.0,0.0,0.0,0,0.0,9300.0,2455.0,2200.0,0,0.0,0.0,0.0,2100.0,9300.0,0,0.0,500.0,0.0,14100.0,0.0,0.99,SI GROUP INC,146710330.0,28,,,3.60930326021e+14,42.86077,-74.02846
28,2000,12150SCHNC1000M,SI GROUP INC,1000 MAIN ST,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,42.86077,-74.02846,2821.0,2869.0,,,,,325211.0,,,,,,1300140118910,METHANOL,000067561,YES,NON-PBT,NO,0,NO,R,Pounds,5400.0,4400.0,750.0,0,0,0,0.0,0,0.0,0,0,0.0,10550.0,0.0,0.0,0.0,0,0,0,0,0,0,250.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,250.0,0,0.0,0.0,0,0.0,0.0,6700.0,0.0,6700.0,0,10850.0,0.0,0.0,0,0.0,10850.0,10800.0,10800.0,0,0.0,0.0,0.0,96300.0,17500.0,0,0.0,123200.0,185.0,247985.0,0.0,0.99,SI GROUP INC,146710330.0,29,,,3.60930326021e+14,42.86077,-74.02846
